model,accuracy_mean,accuracy_std,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,emvr_mean,emvr_std,trajectory_violation_rate_mean
bce_only,0.6104444444444445,0.05005519754943817,0.6742792605203338,0.059789017236275464,0.7236863308306738,0.08522994951617652,0.22683604657649994,0.020917577434141764,0.3298412698412698,0.033958610112992685,0.8126984126984127
bce_plus_order,0.6035555555555556,0.05377106833953937,0.6762067127284943,0.05390390012373357,0.7222447370768323,0.07585952984491941,0.2256339371204376,0.01866156114732054,0.3026984126984127,0.021418280891841057,0.7673015873015874
