fold,bce_only,bce_plus_order,delta_emvr_order_minus_bce
1,0.2777777777777778,0.2777777777777778,0.0
2,0.35714285714285715,0.3,-0.05714285714285716
3,0.35714285714285715,0.29285714285714287,-0.06428571428571428
4,0.3142857142857143,0.30714285714285716,-0.0071428571428571175
5,0.34285714285714286,0.3357142857142857,-0.007142857142857173
