severity,n,accuracy,mean_c_seq,mean_entropy
0.0,176,0.6420454545454546,-0.3181975849868374,0.8256504081747565
0.25,176,0.5170454545454546,-0.43545674798957806,1.1266448540279244
0.5,176,0.4659090909090909,-0.499856238960092,1.2529485355198355
0.75,176,0.4431818181818182,-0.5464989131995605,1.3189199553085156
1.0,176,0.42613636363636365,-0.5708316464673854,1.363143581551743
