model,aurc,risk_at_90pct,risk_at_80pct,risk_at_70pct,risk_at_60pct,risk_at_50pct
native_confidence,0.3226536270340134,0.4797979797979798,0.4417613636363636,0.4042207792207792,0.3693181818181818,0.3545454545454545
bce_only,0.4220313130513556,0.4974747474747474,0.4872159090909091,0.461038961038961,0.4393939393939394,0.4136363636363636
bce_plus_order,0.4051886414543364,0.5037878787878788,0.4786931818181818,0.4464285714285714,0.4337121212121212,0.3954545454545454
