severity,n,accuracy,mean_c_seq,mean_entropy
0.0,26,0.8846153846153846,-0.1718957810349261,0.4774489493530172
0.25,26,0.8461538461538461,-0.22370656275709805,0.5682065122304126
0.5,26,0.8461538461538461,-0.23849617571361775,0.5624171766685322
0.75,26,0.7692307692307693,-0.3111291516408808,0.6827669360477907
1.0,26,0.6538461538461539,-0.30274879122869325,0.764286313411923
