model,aurc,risk_at_90pct,risk_at_80pct,risk_at_70pct,risk_at_60pct,risk_at_50pct
native_confidence,0.2654154230507441,0.44191919191919193,0.3991477272727273,0.349025974025974,0.3087121212121212,0.2727272727272727
bce_only,0.31509562622823295,0.4482323232323232,0.4375,0.41233766233766234,0.39583333333333337,0.3590909090909091
bce_plus_order,0.3157979081989636,0.446969696969697,0.4303977272727273,0.4058441558441559,0.384469696969697,0.3590909090909091
