model,l2,mu,margin,train_accuracy,train_auroc,train_auprc,train_brier,train_logloss,train_emvr,train_traj_violation,val_accuracy,val_auroc,val_auprc,val_brier,val_logloss,val_emvr,val_traj_violation,test_accuracy,test_auroc,test_auprc,test_brier,test_logloss,test_emvr,test_traj_violation
bce_only,0.0001,0.0,0.0,1.0,1.0,1.0000000000000002,2.8924398520757677e-06,0.0005941879353486001,0.4305555555555556,0.8888888888888888,0.6,0.7500000000000001,0.8527530009672867,0.2836361825466156,1.678030014038086,0.375,1.0,0.4,0.33333333333333337,0.8542037393089115,0.6061581373214722,7.5731024742126465,0.3125,0.75
bce_only,0.001,0.0,0.0,1.0,1.0,1.0000000000000002,0.0001251334324479103,0.004174508154392242,0.4444444444444444,0.8888888888888888,0.6,0.7500000000000001,0.8527530009672866,0.26780837774276733,1.3773226737976074,0.4375,1.0,0.4,0.3529411764705882,0.8605062603173148,0.6010444164276123,6.172043800354004,0.3125,0.75
bce_only,0.01,0.0,0.0,1.0,1.0,1.0000000000000002,0.0033278896007686853,0.026155386120080948,0.4305555555555556,0.8333333333333334,0.6,0.7500000000000001,0.8527530009672866,0.24445220828056335,1.0786521434783936,0.4375,1.0,0.4,0.3529411764705882,0.8605062603173148,0.5861166715621948,4.003556251525879,0.3125,0.75
bce_only,0.1,0.0,0.0,0.9666666666666667,0.9983883964544722,0.9996347031963471,0.02592192031443119,0.1239703819155693,0.4027777777777778,0.7777777777777778,0.7,0.7380952380952381,0.8432291914434771,0.21094170212745667,0.7787302732467651,0.375,1.0,0.35,0.33333333333333337,0.8542037393089115,0.5769029259681702,2.1983866691589355,0.3125,0.75
bce_only,1.0,0.0,0.0,0.9222222222222223,0.9935535858178888,0.9985816864915824,0.083685502409935,0.3267746567726135,0.4027777777777778,0.8333333333333334,0.6,0.7380952380952381,0.8432291914434771,0.19597995281219482,0.5738871097564697,0.375,1.0,0.15,0.11764705882352941,0.7680459428569972,0.4848882555961609,1.242854356765747,0.3125,1.0
