model,aurc,risk_at_100pct,risk_at_90pct,risk_at_80pct,risk_at_70pct,risk_at_60pct,risk_at_50pct
native_confidence,0.07021664449801812,0.19999998807907104,0.13675212860107422,0.125,0.1318681240081787,0.10256409645080566,0.0615384578704834
bce_only,0.0753059737957441,0.19999998807907104,0.17094016075134277,0.1538461446762085,0.1318681240081787,0.07692307233810425,0.07692307233810425
bce_plus_order,0.07703868219485649,0.19999998807907104,0.1538461446762085,0.1538461446762085,0.1428571343421936,0.10256409645080566,0.07692307233810425
