model,accuracy_mean,accuracy_std,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,emvr_mean,emvr_std,trajectory_violation_rate_mean
confidence_entropy,0.7179047619047619,0.053301010613555015,0.7613738541995275,0.06102409097101602,0.7868785087089958,0.1020275350749648,0.23544655442237855,0.0027030636698550208,0.4278174603174604,0.032840868026725534,0.9149206349206349
confidence_only,0.7121904761904763,0.05659419134797377,0.7613758154378353,0.05811563737120404,0.7825002156384546,0.10062541523547272,0.24103828966617585,0.0015405869964432348,0.4363888888888889,0.03246325228320827,0.9206349206349206
hidden_plus_signals,0.6104444444444445,0.05005519754943817,0.6742792605203338,0.059789017236275464,0.7236863308306738,0.08522994951617652,0.22683604657649994,0.020917577434141764,0.3298412698412698,0.033958610112992685,0.8126984126984127
