model,accuracy_mean,accuracy_std,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,emvr_mean,emvr_std,traj_violation_mean
bce_only,0.6986666666666667,0.12386372439993165,0.8098918794570968,0.1762637278868931,0.9432461756361896,0.08244752569333383,0.19569376707077027,0.06755188087839778,0.305,0.044721359549995815,0.7666666666666666
bce_plus_order,0.6666666666666666,0.12788884062167252,0.8078559926386013,0.18777981740472494,0.9406335306228051,0.08624167200177575,0.19977052509784698,0.06795062481949411,0.2783333333333333,0.02608745973749754,0.8066666666666666
