model,aurc,risk_at_90pct,risk_at_80pct,risk_at_70pct,risk_at_60pct,risk_at_50pct
native_confidence,0.32265362703401346,0.4797979797979798,0.44176136363636365,0.4042207792207792,0.3693181818181818,0.35454545454545455
bce_only,0.42203131305135566,0.49747474747474746,0.4872159090909091,0.461038961038961,0.4393939393939394,0.41363636363636364
bce_plus_order,0.4051886414543364,0.5037878787878788,0.4786931818181818,0.44642857142857145,0.4337121212121212,0.39545454545454545
