delta_emvr,delta_auroc,delta_aurc,delta_brier
-0.05255681818181818,0.018847745555435003,-0.0321733295686652,-0.012551084320404138
-0.034090909090909116,-0.0013584209134602787,-0.005088661666574512,-0.006166808857687667
-0.014204545454545414,-0.004571035875863716,0.019593580596195537,-0.007660736876977936
-0.05397727272727271,0.029918357415393393,-0.011240279772638861,-0.0491617192150583
-0.04119318181818182,0.007502224797698576,0.0027077086902914105,0.0025151570151203395
-0.05397727272727271,0.014014587982477789,-0.005799219030770908,-0.019003108559746684
-0.051136363636363646,-0.013970356027935504,0.0006449004827535076,0.0011598869106460574
-0.04403409090909094,-0.01535060438307334,0.016098217252612068,0.006474612971510085
-0.046875,0.002756744455478133,0.0032980589316602416,-0.002073267549416058
-0.044034090909090884,0.019981813578849983,-0.019977366137898245,-0.017908813152289482
-0.05397727272727271,0.02002594706798133,-0.018718135619332,-0.01915498026923157
-0.059659090909090884,-0.0034858286164499708,-0.013754528225326135,0.001917641268149084
-0.034090909090909116,0.03339883645765995,-0.028068852560408364,-0.025409158093586126
-0.032670454545454586,0.03332711800322152,-0.032344050604874997,-0.047256592065980374
-0.06107954545454547,-0.001761445521744287,-0.006277626593586549,-0.012665984994448765
-0.024147727272727237,0.000150203811033367,0.0009394512695246604,-0.0021745532002555024
-0.049715909090909116,0.011621416277735497,-0.00988897297075586,-0.01378717916521055
-0.046875,0.0031720609035693625,-0.007938498668013272,-0.012590585034771895
-0.06676136363636365,0.003608055578529501,0.0014708971708602414,-0.0005607707451809052
-0.025568181818181823,0.012412638322655711,-0.016608065648992865,-0.008275423016249284
-0.03977272727272724,0.015240058697089776,-0.01657789927311004,-0.014407999978167163
-0.042613636363636354,0.015927798804574955,-0.00615132099813559,0.0017932671192512628
-0.058238636363636354,0.016990631043547255,-0.02380742574599487,-0.01099424509542335
-0.08380681818181823,-0.008640826873385077,-0.016932457354406183,-0.00535068673101996
-0.042613636363636354,0.026100775193798387,-0.007750659120292547,-0.01701994843046928
-0.07102272727272729,0.011363164882582377,-0.0035793571830497473,-0.02046548293793138
-0.05681818181818182,0.007099117799688637,-0.021808788762387565,-0.0077293814184573595
-0.04545454545454547,0.02586851001353252,-0.013155216761971067,-0.010014545649123185
-0.012784090909090884,0.043358333849872865,-0.042779977824837945,-0.03351661409018242
-0.07386363636363635,0.024818664627719977,-0.011804665248041413,-0.029309067478044293
-0.03267045454545453,-0.001407583355326869,-0.002439198861160008,0.004987042403714892
-0.06107954545454547,0.005445606173761441,-0.00463989001642795,-0.013229038478692112
-0.048295454545454586,0.021812141788047912,-0.020336446366739258,-0.02454187616043013
-0.045454545454545414,0.013560784556878258,-0.008673720488613257,-0.013187171661108443
-0.05397727272727276,0.023852920405450284,-0.02369977477237728,-0.01361439924848068
-0.049715909090909116,-0.00779542812863232,0.0053049657674086315,0.008186046913756517
-0.06392045454545459,0.040625727213962515,-0.03563211407315259,-0.03988021769931993
-0.05681818181818182,0.00010333994708988659,0.01160295887453705,-0.014703159892530293
-0.059659090909090884,0.020982567848057743,-0.017693023086906123,-0.007981917428988405
-0.04971590909090906,-0.008470009068532236,0.0005551823672263478,0.006736184519440025
-0.05681818181818177,-0.009168435787375029,0.015310145812608589,-0.0037809925376535714
-0.03125,-0.005768421052631423,-0.013659964385042023,0.010180329599795868
-0.06107954545454547,0.012263307767454434,-0.009633439871951144,-0.027056084130578473
-0.04545454545454547,-0.028050058086465768,0.01974619042878306,0.015896615339826337
-0.04829545454545453,-0.024075373619233287,0.016611069487414254,0.011503167729181862
-0.035511363636363646,0.005463676240370807,-0.009084179887363597,-0.010641262444607169
-0.046875,0.003411955533515254,-0.02128184196435068,-0.016216046202406798
-0.05397727272727271,0.009767564548162855,-0.029744411711993046,-0.006058103804468418
-0.026988636363636354,0.02231256206554133,-0.03316809243327029,-0.024846234356823094
-0.028409090909090884,0.013601063059709206,-0.007953514895456482,-0.023120725803252362
-0.05681818181818182,0.012803227539466056,0.0004172144529584476,-0.01915627233007483
-0.046875,-0.019863682635813618,-0.005960277460116126,0.007222964250422292
-0.03551136363636359,0.0032800264468273443,-0.01908266745918874,0.012225806941241368
-0.06534090909090912,-0.011301171705482282,0.021447816583567814,-0.0023013297066999394
-0.04545454545454547,0.010637637368323016,0.00022044989370306745,-0.009005333771968382
-0.06676136363636365,0.0007463881528313454,-0.012249217813363078,-0.015297810994133632
-0.01846590909090906,0.017124685483412727,-0.025212704000013186,-0.019556769653881034
-0.045454545454545414,0.006195796465890857,0.008388857398888394,-0.020683942983943437
-0.03835227272727271,0.020380208333333316,-0.006870227839721743,-0.03304329931539496
-0.07102272727272724,0.012718346253229984,0.0011809911444345955,-0.030114320616372037
-0.05539772727272729,0.010836465032417641,-0.0076930845876208576,-0.018646631707748496
-0.03977272727272729,0.003760545033495988,-0.005826844702262135,-0.00185551847206894
-0.05397727272727271,0.0011675724824863343,-0.018910242792098242,-0.004199113518187247
-0.05255681818181823,0.018900876322751392,-0.026719209259589594,-0.02476422750703433
