model,accuracy_mean,accuracy_std,auroc_mean,auroc_std,auprc_mean,brier_mean,emvr_mean,emvr_std,trajectory_violation_rate_mean
bce_only,0.5978730158730159,0.059927688011264135,0.6049238114348441,0.052580455517294844,0.6142049238687128,0.35214847326278687,0.4492460317460317,0.04370045875894212,0.9088888888888889
bce_plus_order,0.6025714285714285,0.0884584532940955,0.6204745331384498,0.07162101799918837,0.6300418330611548,0.33832340836524966,0.4022222222222222,0.03465537783519283,0.8863492063492064
native_confidence,,,0.7010224917890787,0.08323805993177061,0.7109980399588881,,0.42067460317460315,0.03562499861868072,0.8920634920634921
